session_code;id_in_session;participant_code;identifier;channel;opening;nickname;body;timestamp
wytz6ige;23;21;wytz6ige23;21-bestpricechatlab-302;#N/A;Buyer;400;1639580647
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;How can 550 define the market value;1639580647
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;Would you be able to do 500?;1639580647
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;590 ?;1639580650
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;can you explain me;1639580651
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;it should be 550 euro;1639580652
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;Hi ;1639580654
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;in what condition is it?;1639580654
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;Hello, I saw your offer on the website and I'm interested. Because it is on the upper side of the price range for this model, I would like to know, if you could reduce the price?;1639580656
wytz6ige;2;21;wytz6ige2;21-bestpricechatlab-290;#N/A;Buyer;Oh no sorry, that's too much for me. I would be willing to pay 400;1639580656
wytz6ige;1;21;wytz6ige1;21-bestpricechatlab-293;#N/A;Buyer;I am willing to pay 480 euros. I this okay?;1639580657
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;Hi! Thank you very much vor your request;1639580666
wytz6ige;10;21;wytz6ige10;21-bestpricechatlab-301;#N/A;Buyer;Hello;1639580673
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;Why this much? I saw it in a store for 400��� (new!);1639580677
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;It is 599 Eur;1639580678
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;My market price research is different ;1639580682
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;right 400 would be a great price. I believe 450 would be a good deal for the both of us;1639580682
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;Hihi ^^ I'm interested in the phone;1639580682
wytz6ige;20;21;wytz6ige20;21-bestpricechatlab-301;#N/A;Seller;Hey!;1639580683
wytz6ige;10;21;wytz6ige10;21-bestpricechatlab-301;#N/A;Buyer;what is the lowest price you would accept;1639580683
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;oh, that is expensive;1639580686
wytz6ige;13;21;wytz6ige13;21-bestpricechatlab-294;#N/A;Buyer;It's a bit too much, because i'm a student and i don't have much money;1639580687
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;Meaning would you be able to pay 500��� for the smartphone? ;1639580687
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;how much range of your market research?;1639580689
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;How much are you willing to pay?;1639580691
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;I see;1639580695
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;I can give you a discount of 15 EUR;1639580696
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;sorry but 550 is too much, for this price I can buy a new one with 2 yeara waranty ;1639580702
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;it is quite new and it functions well  ;1639580702
wytz6ige;20;21;wytz6ige20;21-bestpricechatlab-301;#N/A;Seller;500;1639580705
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;My budget is 480 Euro, can you lower the price, please? ;1639580706
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;500 to 600;1639580708
wytz6ige;14;21;wytz6ige14;21-bestpricechatlab-290;#N/A;Seller;oh wow, this is way less than I have expected. But as the phone is indeed already used, I could make you a counteroffer of 500 euros.;1639580712
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;so the final price 575 EUR;1639580719
wytz6ige;13;21;wytz6ige13;21-bestpricechatlab-294;#N/A;Buyer;but i want to have the phone, i like it;1639580719
wytz6ige;22;21;wytz6ige22;21-bestpricechatlab-293;#N/A;Seller;Unfortunately, 500 is the lowest I can go. Would you be willing to buy the phone?;1639580721
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;It is in Avery good condition. I am selling it, since I got new one from my work. It is like new;1639580723
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;Are you sure it's the same model? I am fairly sure that this model is more expensive than that;1639580724
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;It's in very good condition though, surely you can see that I already took 100�����off the starting price;1639580726
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;i actually want to pay 450. but if you are saying your market price range is different then maximum 500;1639580729
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;yes but it depends on what kind of cellphone right;1639580731
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;What price were you hoping for?;1639580732
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;You will not regret it;1639580733
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;Maybe we can find a deal;1639580736
wytz6ige;26;21;wytz6ige26;21-bestpricechatlab-299;#N/A;Seller;Hello! :) The price of the phone is 600 EUR :);1639580737
wytz6ige;14;21;wytz6ige14;21-bestpricechatlab-290;#N/A;Seller;I think this is quite fair as the usual prices on the market are in between 400 - 600 euros;1639580737
wytz6ige;1;21;wytz6ige1;21-bestpricechatlab-293;#N/A;Buyer;Okay. I agree with 500. Deal?;1639580743
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;But I don't want to make you feel like you are paying way too much. So let's say 500��� and give it a go?;1639580744
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;but what is your market price range? can you describe it;1639580745
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;Unfortunately, this is not enough for me. I saw similar models selling for 400 EUR, so 575 EUR is still too high for me.;1639580746
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;the same model is new on the market for this price;1639580751
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;I am really sorry for the confusion, it depends between 400 and over. as the smartphone is in a very good condition, the least i can do is 575;1639580754
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;what about 300? ;1639580761
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;it is iphone 13 and only used for 1 month;1639580762
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;i already wrote it;1639580762
wytz6ige;10;21;wytz6ige10;21-bestpricechatlab-301;#N/A;Buyer;hm 500 is not working very well for me, is there anyway you could go down to 420?;1639580763
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;I see. I am a student from India and I am studying IT ;1639580764
wytz6ige;16;21;wytz6ige16;21-bestpricechatlab-302;#N/A;Seller;I am selling my smartphone which is in a fairly new condition for a price of 600 Euros. Everything works great and there are now signs of wear or tear. The software is up to date and has the latest security patch. Contact me for any further information.;1639580765
wytz6ige;22;21;wytz6ige22;21-bestpricechatlab-293;#N/A;Seller;Deal! ;1639580765
wytz6ige;13;21;wytz6ige13;21-bestpricechatlab-294;#N/A;Buyer;yes, thank you... Is it ok 400,00 Euros?;1639580767
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;Yes, but the condition I offer in is far better;1639580771
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;ok, 300;1639580773
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;Yes I'm sure. How much did you pay for it and how old is it?;1639580773
wytz6ige;1;21;wytz6ige1;21-bestpricechatlab-293;#N/A;Buyer;Perfect!;1639580773
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;500 to 600;1639580775
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;Is the phone completely new? And with absolutely no flaws?;1639580775
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;I'd be willing to buy it for 480 EUR;1639580778
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;Do you happen to have the receipt still?;1639580783
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;300 is too low sorry;1639580784
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;I need a smartphone to test an application I am developing ;1639580786
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;ohh;1639580789
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;No;1639580790
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;ok;1639580791
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;I paid way over 600 euros and it's really new, too. I only bought it last year.;1639580795
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;and I only can afford 480 Euro :( ;1639580795
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;it is too less;1639580796
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;we can do 490, so it's within both ranges;1639580800
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;then i think 500 would be perfect amount for us;1639580803
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;it comes with warranty;1639580804
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;If it is okay for you, I would shake your hand at that price;1639580804
wytz6ige;14;21;wytz6ige14;21-bestpricechatlab-290;#N/A;Seller;What do you think?;1639580805
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;I will give you my charger and earphones. And you also can get several Handy cover. They are beautiful;1639580806
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;I'm willing to go lower than 500 but 400 is very low.. perhaps 470?;1639580808
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;and a bill;1639580809
wytz6ige;20;21;wytz6ige20;21-bestpricechatlab-301;#N/A;Seller;I think 450 is a great deal. Would you agree 450?;1639580812
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;550 is the actually the price;1639580813
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;But it is the lowest I can go;1639580813
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;Can you do a discount for me please? ;1639580814
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;I can give it to 560 Euros;1639580818
wytz6ige;2;21;wytz6ige2;21-bestpricechatlab-290;#N/A;Buyer;Well, that means that I could also find a phone for 400 euros. Let's say 480 :);1639580819
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;ok I got u now. 575 is out of bound for me. the absolute maximum I am able to pay would be 500 ;1639580819
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;500 is the value which is getting overlapped;1639580821
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;550 is the best I can do;1639580825
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;and for me is 350 last offer;1639580826
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;There's not a scratch on it! I always treated it with great care and it's in a top condition;1639580826
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;490 is good;1639580828
wytz6ige;13;21;wytz6ige13;21-bestpricechatlab-294;#N/A;Buyer;what about 450, it would be a good deal;1639580832
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;490 then;1639580832
wytz6ige;26;21;wytz6ige26;21-bestpricechatlab-299;#N/A;Seller;It is not new, but it is in great condition (I would say 9/10), it come with the receipt and all the original accesories;1639580833
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;yes ;1639580834
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;Anyway, I think I wouldn't something used if I can get it for a better price new. And I think one year is pretty old for a smartphone these times;1639580835
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;i write it;1639580836
wytz6ige;16;21;wytz6ige16;21-bestpricechatlab-302;#N/A;Seller;It is a fairly new device which I bought at a price of 1000 euros. The 400 price is too low for what you will be getting. ;1639580836
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;great ;1639580837
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;What about 499? ;1639580837
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;already half of the market price;1639580840
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;thanks ;1639580840
wytz6ige;17;21;wytz6ige17;21-bestpricechatlab-298;#N/A;Seller;have a nice day;1639580840
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;460?;1639580844
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;this would be a fair deal for the both of us as its in the middle between lowest to highest market price I believe;1639580845
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;So i would suggest 300���;1639580849
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;then I will confirm 400 as value;1639580850
wytz6ige;10;21;wytz6ige10;21-bestpricechatlab-301;#N/A;Buyer;450 is good for me;1639580850
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;I am sorry. Thisi;1639580852
wytz6ige;13;21;wytz6ige13;21-bestpricechatlab-294;#N/A;Buyer;yes 460;1639580854
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;yes, for a used smartphone;1639580857
wytz6ige;12;21;wytz6ige12;21-bestpricechatlab-298;#N/A;Buyer;490;1639580861
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;As I've seen on the website your phone does have some scratches on the front and back, so I would suggest 500 EUR;1639580864
wytz6ige;18;21;wytz6ige18;21-bestpricechatlab-294;#N/A;Seller;Awesome, thanks for collaborating!;1639580864
wytz6ige;14;21;wytz6ige14;21-bestpricechatlab-290;#N/A;Seller;Good argument, okay sounds great! Let's say 480 euros then.;1639580870
wytz6ige;13;21;wytz6ige13;21-bestpricechatlab-294;#N/A;Buyer;thank you;1639580871
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;from outlooking it is new and so the function;1639580874
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;Ahhh, I was looking for something in the 300 price range, if it were used...;1639580874
wytz6ige;10;21;wytz6ige10;21-bestpricechatlab-301;#N/A;Buyer;so lets enter 450 below;1639580875
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;I understand that you're trying to find a good phone and we all don't want to spend too much on phones these days, right?;1639580882
wytz6ige;2;21;wytz6ige2;21-bestpricechatlab-290;#N/A;Buyer;Ok, perfect;1639580882
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;500;1639580883
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;350;1639580887
wytz6ige;20;21;wytz6ige20;21-bestpricechatlab-301;#N/A;Seller;Perfect!;1639580888
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;But I'm sure you know, that it's not all about the outside of the phone;1639580888
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;This ist not possible, because I also give you with accessories ;1639580892
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;It comes with warranty and a bill;1639580892
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;I will borrow money from my friend.. What about 520 Euro? ;1639580896
wytz6ige;10;21;wytz6ige10;21-bestpricechatlab-301;#N/A;Buyer;great have a nice day;1639580898
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;i am so sorry that it is tooo low;1639580901
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;far too low;1639580912
wytz6ige;20;21;wytz6ige20;21-bestpricechatlab-301;#N/A;Seller;Have a nice day too!;1639580913
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;I can only assure you that this phone is worth the money. It's worked great for me and I can only recommend it;1639580915
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;370;1639580915
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;Unfortunately this cannot be the case regarding the situation. I would willing to sell it to you at 550, however, 500 is not appropriate;1639580918
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;Lets make 540?;1639580923
wytz6ige;23;21;wytz6ige23;21-bestpricechatlab-302;#N/A;Buyer;Hey, why do you sell your smartphone if it is almost brand new?;1639580927
wytz6ige;16;21;wytz6ige16;21-bestpricechatlab-302;#N/A;Seller;It has the latest processor and is capable of handling the most demanding tasks. You can play latest games and have access to all the applications. ;1639580927
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;530 and it is a deal;1639580933
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;Yes you'r right, because in 1-2 years, the software/hardware would be old;1639580935
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;Do you replace your phone every year?;1639580947
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;no, every two;1639580956
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;ok, than I will keep my earphones;1639580958
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;it is iphone 3 which came out this year and in good condition, nearly new;1639580959
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;Yes but so do some of the other phones I looked at. As I've said, the prices for this model range from 400 to 600 EUR, so let's meet in the middle with 500 EUR.;1639580963
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;for this price I saw another one on ebay and that is original packed;1639580967
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;let's shake hands at 550?;1639580968
wytz6ige;16;21;wytz6ige16;21-bestpricechatlab-302;#N/A;Seller;I am selling my phone because I need a new laptop for my work;1639580971
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;so i wouldn't buy a expensive phone which is one year old;1639580972
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;yes, it is ok because i only use it for testing apps;1639580973
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;so 530? ;1639580976
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;Well, this phone would definitely last you more than a year;1639580976
wytz6ige;26;21;wytz6ige26;21-bestpricechatlab-299;#N/A;Seller;300 is very low price for this phone, I could sell it for 550 euros;1639580977
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;I hope you understand my point of view;1639580979
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;I am sorry but 500 is the fairest price in my eyes and I really can't go any higher ;1639580981
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;so 3;1639580984
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;I am so happy we reached a deal at 530! ;1639580988
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;13*;1639580988
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;370;1639580988
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;sorry ;1639580990
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;Deal;1639580991
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;I have offers from other people asking as well;1639580991
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;I do, so I think it's fair to try and meet in the middle, what do you say?;1639580994
wytz6ige;23;21;wytz6ige23;21-bestpricechatlab-302;#N/A;Buyer;Okay, how about we meet in the middle?;1639580997
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;oaky. understood;1639580998
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;400?;1639580999
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;your goal would be 600 my goal would be 400. I believe the middle is 500 right? that's fair?;1639581004
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;470 the last price ;1639581005
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;Let's say 440���. Okay? ;1639581005
wytz6ige;23;21;wytz6ige23;21-bestpricechatlab-302;#N/A;Buyer;And I pay the shipping;1639581006
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;fair enough.;1639581013
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;let's make 400;1639581016
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller; Congrats! You got a new phone for such a cheap Prise;1639581020
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;we have a deal?;1639581021
wytz6ige;19;21;wytz6ige19;21-bestpricechatlab-295;#N/A;Seller;I'm completing the transaction;1639581023
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;Ok I entered in 530 Euro ;1639581025
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;550 plus I give the charger ;1639581027
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;good same. ;1639581028
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;Let's make 530 EUR + shipping costs of course;1639581028
wytz6ige;11;21;wytz6ige11;21-bestpricechatlab-295;#N/A;Buyer;thank u;1639581029
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;is my last offer;1639581030
wytz6ige;6;21;wytz6ige6;21-bestpricechatlab-296;#N/A;Buyer;Thanks! ���� ;1639581033
wytz6ige;9;21;wytz6ige9;21-bestpricechatlab-296;#N/A;Seller;me too;1639581036
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;The middle would be 400���, and this would be fine with me. Otherwise, I would search something else;1639581044
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;I will send you all the information so you also have access to warranty and the like. It's a top condition;1639581047
wytz6ige;16;21;wytz6ige16;21-bestpricechatlab-302;#N/A;Seller;500 is a good offer but if you look at the condition of the device you will see that its worth 550 atleast.  ;1639581055
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;No 550+ charger and shipping included;1639581057
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;450;1639581070
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;As it's a USB C charger I don't really need it;1639581072
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;no lower;1639581076
wytz6ige;26;21;wytz6ige26;21-bestpricechatlab-299;#N/A;Seller;The phone is really in great condition, what about 530?;1639581077
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;it is really good;1639581091
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;It is used & unlike buying new, I do not have the warranty;1639581091
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;Sorry my friend, then we have no deal;1639581095
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;430?;1639581099
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;410 and I would pick it up so you don't have to pay for the shippment;1639581100
wytz6ige;23;21;wytz6ige23;21-bestpricechatlab-302;#N/A;Buyer;My limit actually is 450. I cannot go 100 EURs higher. ;1639581102
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;and has certificate maintainance guarantee;1639581106
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;Perfect! So lets say 400? :);1639581110
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;Okay, I am willing to go as low as 420���. I think that is fair and we both can be happy about that result. If you agree, I'd go and prepare the package right now;1639581117
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;450;1639581127
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;415;1639581131
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;no ;1639581134
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;550 is the best I can do;1639581138
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;i am sorrz;1639581140
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;sorry;1639581144
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;I also have to calculate the postal fee;1639581144
wytz6ige;16;21;wytz6ige16;21-bestpricechatlab-302;#N/A;Seller;You said lets meet in the middle. That is 500 euros. Surely you can do 500.;1639581146
wytz6ige;24;21;wytz6ige24;21-bestpricechatlab-297;#N/A;Seller;I am not a private seller;1639581149
wytz6ige;26;21;wytz6ige26;21-bestpricechatlab-299;#N/A;Seller;The phone comes with the receipt and it still has 5 moths warranty, I'd be willing to sell it for 500, what do you think?;1639581149
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;it could not be so low;1639581152
wytz6ige;5;21;wytz6ige5;21-bestpricechatlab-300;#N/A;Buyer;Ok, 420��� include postal fee and warranty is ok for me;1639581160
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;So I'd be very happy to just say 420��� ;1639581161
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller; you can take it to every apple store;1639581162
wytz6ige;25;21;wytz6ige25;21-bestpricechatlab-300;#N/A;Seller;Perfect :);1639581167
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;450 lets make it;1639581172
wytz6ige;3;21;wytz6ige3;21-bestpricechatlab-292;#N/A;Seller;bro;1639581173
wytz6ige;7;21;wytz6ige7;21-bestpricechatlab-292;#N/A;Buyer;445;1639581176
wytz6ige;8;21;wytz6ige8;21-bestpricechatlab-297;#N/A;Buyer;540 is the best I can do, I'm sorry;1639581178
wytz6ige;21;21;wytz6ige21;21-bestpricechatlab-299;#N/A;Buyer;450 + Tracked & Insured Shipping;1639581180
